,household_key,revenue,recency,frequency,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment,received_campA_18,redeemed_campA_18,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,MEAT_spend
1106,1587,51.989999999999995,1,3,3,0,0,3,Low-value,0,0,36.42,,7.41,,5.49,2.67
1107,320,74.49999999999999,0,3,3,0,0,3,Low-value,0,0,37.95,,,,3.99,16.990000000000002
1108,1149,72.56000000000002,1,6,3,0,0,3,Low-value,0,0,10.3,10.94,7.789999999999999,,43.53,
1109,1575,147.98999999999995,2,4,3,0,0,3,Low-value,1,0,75.67999999999999,12.68,48.150000000000006,,2.0,
1110,1439,71.25999999999999,2,3,3,0,0,3,Low-value,0,0,37.66,12.26,7.49,,,4.98
1111,171,209.53000000000011,3,6,3,0,0,3,Low-value,0,0,130.36,1.99,10.93,15.0,35.160000000000004,8.31
1112,1739,129.0,0,5,3,0,0,3,Low-value,0,0,69.52000000000001,36.03,2.0,,,7.47
1113,2302,134.56999999999996,2,9,3,0,0,3,Low-value,0,0,68.03,2.49,16.01,,26.94,13.24
1114,570,7.67,5,1,3,0,0,3,Low-value,0,0,7.67,,,,,
1115,578,241.15000000000006,6,9,3,0,0,3,Low-value,1,0,84.07,11.95,5.0,,99.61999999999999,
1116,75,129.26,2,8,3,0,0,3,Low-value,0,0,35.64,2.99,,41.52,0.99,
1117,1208,102.14999999999998,6,8,3,0,0,3,Low-value,0,0,55.44999999999999,,8.120000000000001,,14.940000000000001,17.41
1118,545,226.74,4,7,3,0,0,3,Low-value,1,1,114.24000000000004,27.609999999999996,36.43,,32.74,
1119,1832,120.01000000000002,5,4,3,0,0,3,Low-value,1,0,57.12,,4.390000000000001,,36.37,8.15
1120,514,182.79000000000005,6,6,3,0,0,3,Low-value,1,0,65.36,,67.77,,2.39,15.79
1121,204,31.269999999999996,4,3,3,0,0,3,Low-value,0,0,11.68,4.59,2.5,,10.0,
1122,2056,202.85000000000005,0,8,3,0,0,3,Low-value,1,0,137.10999999999999,,2.49,,33.35,28.310000000000002
1123,1346,164.22,1,9,3,0,0,3,Low-value,0,0,97.91,,38.29,12.21,,3.56
1124,2404,133.66000000000003,5,3,3,0,0,3,Low-value,0,0,120.16000000000001,,3.1100000000000003,,1.39,
1125,2279,198.02000000000007,4,9,3,0,0,3,Low-value,0,0,123.16,,2.0,,14.27,4.54
1126,1032,127.47000000000003,6,4,3,0,0,3,Low-value,1,0,56.57,7.98,,,52.94,
1127,479,53.41000000000001,3,7,3,0,0,3,Low-value,0,0,27.08,,2.69,,0.59,2.07
1128,1216,117.58999999999999,4,7,3,0,0,3,Low-value,1,0,61.7,,,,28.639999999999997,14.0
1129,1891,185.86,0,3,3,0,0,3,Low-value,0,0,105.54,7.98,5.61,,37.33,16.94
1130,1281,115.41,1,7,3,0,0,3,Low-value,0,0,78.45000000000002,,5.27,,6.390000000000001,12.82
1131,1858,210.94999999999996,3,4,3,0,0,3,Low-value,1,0,94.37999999999998,24.650000000000002,44.70000000000001,,24.13,7.109999999999999
1132,1112,37.48,5,2,3,0,0,3,Low-value,0,0,4.39,,5.0,,3.94,
1133,1586,151.51,0,2,3,0,0,3,Low-value,1,0,32.68,,10.12,,40.96,7.79
1134,2276,184.06000000000006,5,3,3,0,0,3,Low-value,0,0,167.08000000000007,,2.0,,9.99,
1135,1811,93.53000000000002,2,2,3,0,0,3,Low-value,0,0,30.299999999999997,,,16.17,5.84,28.52
1136,2227,146.61,0,8,3,0,0,3,Low-value,0,0,111.46999999999998,,3.4800000000000004,,14.940000000000001,7.51
1137,794,227.27999999999994,5,2,3,0,0,3,Low-value,0,0,74.38000000000001,,7.32,,13.68,
1138,658,31.549999999999997,2,4,3,0,0,3,Low-value,0,0,13.610000000000001,,,,17.94,
1139,1889,24.229999999999997,5,2,3,0,0,3,Low-value,1,0,17.939999999999998,,,,6.29,
1140,2037,125.99,3,7,3,0,0,3,Low-value,1,0,81.14000000000001,,5.99,,11.450000000000001,21.839999999999996
1141,1066,164.91999999999996,1,9,3,0,0,3,Low-value,1,0,85.54,5.1899999999999995,31.060000000000002,,15.8,4.75
1142,106,239.69999999999996,1,7,3,0,0,3,Low-value,0,0,100.59999999999998,15.540000000000001,15.6,14.08,56.25000000000001,5.51
1143,2204,127.39000000000004,6,8,3,0,0,3,Low-value,1,0,87.34000000000002,,6.82,,20.97,9.76
1144,143,47.25,5,5,3,0,0,3,Low-value,1,0,31.41,,,,,1.59
1145,1076,198.01000000000008,0,9,3,0,0,3,Low-value,1,0,90.56000000000002,7.64,19.87,,34.3,44.64
1146,1307,47.94,0,7,3,0,0,3,Low-value,1,0,9.98,,22.490000000000002,,1.68,
1147,713,55.78000000000001,3,3,3,0,0,3,Low-value,0,0,47.11000000000001,,,,8.67,
1148,449,88.20999999999998,0,4,3,0,0,3,Low-value,0,0,39.35,,,30.5,2.04,
1149,1099,27.630000000000003,0,2,3,0,0,3,Low-value,0,0,5.67,,,,,7.98
1150,466,176.90000000000003,1,6,3,0,0,3,Low-value,0,0,70.24,,13.98,,46.45,6.88
1151,1777,58.339999999999996,3,5,3,0,0,3,Low-value,0,0,36.23,5.09,8.94,,8.08,
1152,2398,64.59,2,4,3,0,0,3,Low-value,1,1,40.49,3.99,6.94,,6.18,
1153,262,248.99000000000004,1,9,3,0,0,3,Low-value,0,0,147.41999999999996,50.74999999999999,2.99,,23.34,22.5
1154,1846,135.39000000000004,2,4,3,0,0,3,Low-value,0,0,107.27000000000004,,,,,10.65
1155,2250,92.85999999999999,3,3,3,0,0,3,Low-value,1,0,54.87000000000001,,2.99,,3.99,12.02
1156,42,166.54,2,8,3,0,0,3,Low-value,1,0,98.65000000000002,,3.85,,26.759999999999998,24.110000000000007
1157,2472,103.61000000000001,0,2,3,0,0,3,Low-value,1,0,26.42,,47.169999999999995,,21.319999999999997,
1158,1761,78.17,3,3,3,0,0,3,Low-value,1,0,31.57,11.97,9.22,,7.67,12.74
1159,2344,245.81000000000006,3,7,3,0,0,3,Low-value,1,0,126.54,15.96,41.690000000000005,,5.78,39.370000000000005
1160,1278,5.79,6,1,3,0,0,3,Low-value,0,0,5.79,,,,,
1161,388,121.8,1,6,3,0,0,3,Low-value,0,0,82.88000000000002,,12.47,19.45,7.0,
1162,1926,250.04,4,5,3,0,0,3,Low-value,0,0,163.10999999999996,,4.49,,3.0,60.449999999999996
1163,349,242.11999999999995,1,7,3,0,0,3,Low-value,0,0,112.57000000000002,,6.18,,112.07999999999998,6.29
1164,1236,140.55,0,6,3,0,0,3,Low-value,1,0,78.31,,0.79,,41.62,12.850000000000001
1165,2060,100.52000000000001,2,6,3,0,0,3,Low-value,0,0,55.42,13.42,,,1.49,13.81
1166,1218,204.55999999999997,3,9,3,0,0,3,Low-value,1,0,109.77,4.59,19.36,,27.040000000000003,13.58
1167,2425,169.5,1,5,3,0,0,3,Low-value,0,0,43.510000000000005,,,,,
1168,940,139.79,1,6,3,0,0,3,Low-value,1,0,100.92999999999998,,,,36.87,
1169,952,108.34000000000002,1,6,3,0,0,3,Low-value,1,0,69.34,,,,6.1,11.92
1170,92,165.1,5,5,3,0,0,3,Low-value,0,0,59.94,,17.840000000000003,,33.06,16.509999999999998
1171,1021,128.51000000000002,0,5,3,0,0,3,Low-value,0,0,50.03000000000001,,,,58.89999999999999,
1172,342,151.6100000000001,3,8,3,0,0,3,Low-value,0,0,76.26999999999997,1.09,5.54,,9.74,40.230000000000004
1173,758,49.60000000000001,2,2,3,0,0,3,Low-value,0,0,34.480000000000004,,,,5.78,
1174,1817,241.74,0,6,3,0,0,3,Low-value,0,0,114.64000000000001,30.310000000000006,25.360000000000003,,13.02,29.26
1175,417,201.53,0,6,3,0,0,3,Low-value,0,0,132.26,3.99,23.35,,27.25,3.39
1176,2381,160.23999999999998,2,6,3,0,0,3,Low-value,1,0,90.16000000000001,5.4,11.27,,36.84,9.52
1177,291,249.03,2,9,3,0,0,3,Low-value,1,0,211.73000000000002,,3.4400000000000004,,3.2,6.68
1178,1071,98.32000000000004,2,5,3,0,0,3,Low-value,0,0,75.02000000000004,,4.05,,13.77,2.79
1179,2490,81.83999999999999,2,4,3,0,0,3,Low-value,0,0,39.480000000000004,7.66,0.99,,3.57,16.01
1180,1572,146.73999999999998,0,4,3,0,0,3,Low-value,1,0,98.47999999999999,,,,18.25,19.22
1181,341,0.69,5,1,3,0,0,3,Low-value,0,0,0.69,,,,,
1182,792,55.3,0,2,3,0,0,3,Low-value,0,0,17.749999999999996,,2.32,35.23,,
1183,233,190.30999999999995,4,4,3,0,0,3,Low-value,0,0,150.24,,18.92,,3.19,
1184,2029,232.13999999999996,6,9,3,0,0,3,Low-value,1,0,101.72000000000003,,21.439999999999998,,1.0,45.14
1185,1697,20.39,0,2,3,0,0,3,Low-value,0,0,11.849999999999998,,,,,3.55
1186,1298,185.91999999999996,5,7,3,0,0,3,Low-value,0,0,140.01999999999995,7.09,8.670000000000002,,6.27,1.81
1187,1425,170.39999999999995,1,7,3,0,0,3,Low-value,1,0,116.6,37.06,,,3.34,2.67
1188,2221,145.00999999999996,6,7,3,0,0,3,Low-value,1,0,109.76,,12.320000000000002,,11.05,
1189,1198,103.01,0,6,3,0,0,3,Low-value,0,0,92.23,,1.61,,4.99,
1190,1423,130.69000000000003,2,9,3,0,0,3,Low-value,1,0,55.45,,12.14,39.11,16.57,4.44
1191,288,210.99000000000007,5,8,3,0,0,3,Low-value,0,0,63.39999999999999,16.57,46.93,38.0,35.150000000000006,5.95
1192,1530,98.80999999999999,6,7,3,0,0,3,Low-value,0,0,40.62,,25.449999999999996,,28.360000000000003,4.38
1193,497,45.989999999999995,0,6,3,0,0,3,Low-value,0,0,44.49999999999999,,0.49,,1.0,
1194,525,164.59999999999994,5,6,3,0,0,3,Low-value,0,0,53.559999999999995,50.540000000000006,,,20.53,
1195,623,104.05,4,8,3,0,0,3,Low-value,1,0,38.84000000000001,,12.8,,15.99,12.96
1196,1362,156.97000000000003,5,6,3,0,0,3,Low-value,0,0,124.36999999999999,8.67,9.76,,,
1197,1276,33.760000000000005,0,1,3,0,0,3,Low-value,0,0,5.21,,26.060000000000002,,,
1198,2014,25.97,6,2,3,0,0,3,Low-value,0,0,13.63,,2.35,,9.99,
1199,89,14.2,4,1,3,0,0,3,Low-value,0,0,,,,,14.2,
1200,1911,162.74,3,7,3,0,0,3,Low-value,1,0,25.700000000000003,,5.0,115.25,1.0,15.79
1201,1223,207.03999999999996,5,6,3,0,0,3,Low-value,0,0,140.55999999999997,,15.41,,,41.09
1202,1874,66.31999999999998,4,3,3,0,0,3,Low-value,0,0,34.93,10.08,6.260000000000001,,13.25,
1203,2175,81.15,1,1,3,0,0,3,Low-value,0,0,29.939999999999998,21.39,0.86,,,18.97
1204,2214,149.46,2,5,3,0,0,3,Low-value,0,0,67.57000000000001,,1.24,,72.45,
1205,1977,54.160000000000004,2,3,3,0,0,3,Low-value,0,0,32.81,,,,17.35,
1206,1127,50.900000000000006,5,3,3,0,0,3,Low-value,1,0,18.27,,,,32.63,
1207,1414,21.66,6,2,3,0,0,3,Low-value,0,0,8.49,,,,13.170000000000002,
1208,962,143.82999999999993,1,6,3,0,0,3,Low-value,0,0,74.52000000000001,5.49,14.620000000000001,,11.99,11.26
1209,260,51.32,6,5,3,0,0,3,Low-value,0,0,19.040000000000003,3.49,9.76,,9.36,
1210,154,21.009999999999998,5,1,3,0,0,3,Low-value,0,0,17.520000000000003,,,,,
1211,48,79.27,3,2,3,0,0,3,Low-value,1,0,38.25000000000001,,,,28.150000000000006,
1212,1500,84.69,2,9,3,0,0,3,Low-value,0,0,47.38,,,,37.309999999999995,
1213,3,39.32,2,1,3,0,0,3,Low-value,0,0,12.1,,,,4.17,17.07
1214,814,50.980000000000004,0,2,3,0,0,3,Low-value,0,0,39.69,,,,,3.8
1215,1644,96.00999999999999,0,3,3,0,0,3,Low-value,0,0,25.21,14.91,3.4699999999999998,,27.75,15.69
1216,1313,90.86000000000001,5,4,3,0,0,3,Low-value,0,0,61.60000000000001,,3.19,,24.57,
1217,502,24.3,4,2,3,0,0,3,Low-value,1,0,10.43,,,,13.870000000000001,
1218,121,81.62,3,8,3,0,0,3,Low-value,1,0,9.76,,6.859999999999999,62.0,,
1219,1768,203.84,3,8,3,0,0,3,Low-value,0,0,84.08999999999999,,10.43,,14.15,52.370000000000005
1220,1638,59.73,3,6,3,0,0,3,Low-value,0,0,31.11999999999999,5.81,19.43,,2.39,
1221,292,110.32999999999998,3,8,3,0,0,3,Low-value,0,0,54.510000000000005,5.09,,,50.730000000000004,
1222,1820,137.17999999999998,1,5,3,0,0,3,Low-value,1,0,66.77999999999999,,24.42,,17.75,7.98
1223,1999,43.84,2,2,3,0,0,3,Low-value,0,0,24.470000000000002,5.99,4.98,,,3.9
1224,43,4.88,0,2,3,0,0,3,Low-value,1,0,4.88,,,,,
1225,1776,75.99,2,4,3,0,0,3,Low-value,1,0,41.16,,26.560000000000002,,8.27,
1226,1885,63.559999999999995,5,4,3,0,0,3,Low-value,0,0,9.43,,2.31,,7.68,4.02
1227,524,28.19,3,3,3,0,0,3,Low-value,1,0,13.639999999999999,,1.26,,,5.31
1228,151,155.60999999999999,5,4,3,0,0,3,Low-value,0,0,51.03,,25.21,,1.99,48.720000000000006
1229,1819,128.75,1,7,3,0,0,3,Low-value,0,0,93.54,6.58,2.59,,3.98,
1230,1650,145.64000000000001,4,9,3,0,0,3,Low-value,0,0,42.67999999999999,,57.940000000000005,,20.44,
1231,1972,163.14000000000004,5,8,3,0,0,3,Low-value,1,0,137.61000000000007,,1.44,,14.71,
1232,664,92.47999999999999,1,4,3,0,0,3,Low-value,0,0,57.34,,10.280000000000001,,9.51,15.35
1233,2386,77.85000000000002,4,5,3,0,0,3,Low-value,0,0,38.53000000000001,,3.03,30.0,6.29,
1234,436,108.61999999999999,3,2,3,0,0,3,Low-value,0,0,67.47,,41.150000000000006,,,
1235,615,107.44999999999999,4,4,3,0,0,3,Low-value,0,0,21.229999999999997,17.41,17.17,,10.780000000000001,31.7
1236,212,191.47,14,5,2,0,0,2,Low-value,1,0,92.11999999999999,1.5,22.980000000000004,,34.989999999999995,2.74
1237,1843,125.71,10,7,2,0,0,2,Low-value,0,0,46.62000000000002,,2.9200000000000004,,76.16999999999999,
1238,2371,69.80999999999999,17,5,2,0,0,2,Low-value,1,0,17.04,,25.48,,18.87,8.42
1239,122,54.449999999999996,11,6,2,0,0,2,Low-value,1,0,28.58,,,,12.38,
1240,1377,13.36,8,1,2,0,0,2,Low-value,0,0,,,,,13.36,
1241,315,16.96,15,1,2,0,0,2,Low-value,0,0,10.21,,3.25,,3.5,
1242,593,112.82,14,7,2,0,0,2,Low-value,0,0,82.36999999999998,,13.07,,1.0,10.61
1243,924,196.33999999999997,9,6,2,0,0,2,Low-value,0,0,97.95999999999998,,4.58,,55.379999999999995,2.49
1244,1629,118.63999999999997,18,2,2,0,0,2,Low-value,0,0,76.49999999999999,,2.68,,,12.0
1245,34,55.440000000000005,15,5,2,0,0,2,Low-value,0,0,17.91,,1.49,,11.98,17.07
1246,2352,60.72000000000001,13,3,2,0,0,2,Low-value,0,0,37.16,1.99,2.51,,8.98,
1247,2089,14.75,16,3,2,0,0,2,Low-value,0,0,14.75,,,,,
1248,1745,13.97,7,1,2,0,0,2,Low-value,1,0,7.99,,,,,
1249,2327,20.01,15,1,2,0,0,2,Low-value,0,0,,,,20.01,,
1250,1652,57.51,8,4,2,0,0,2,Low-value,0,0,34.79,,,,22.72,
1251,175,97.65999999999997,16,4,2,0,0,2,Low-value,0,0,79.31999999999998,,2.24,,16.1,
1252,536,15.340000000000002,11,4,2,0,0,2,Low-value,0,0,11.870000000000001,,2.48,,0.99,
1253,519,30.480000000000004,9,3,2,0,0,2,Low-value,0,0,18.040000000000003,,1.41,,4.55,
1254,2205,53.07,16,4,2,0,0,2,Low-value,1,0,30.55,1.35,7.49,,5.68,
1255,2008,227.26999999999992,12,6,2,0,0,2,Low-value,1,0,82.86999999999999,15.010000000000002,2.99,,123.41,
1256,340,9.780000000000001,15,2,2,0,0,2,Low-value,0,0,5.79,,,,3.99,
1257,1432,130.83,10,3,2,0,0,2,Low-value,0,0,67.47000000000001,,5.390000000000001,,23.97,14.42
1258,2104,145.19,13,5,2,0,0,2,Low-value,0,0,96.49999999999994,,13.500000000000002,11.0,1.58,20.42
1259,2471,113.59999999999998,15,6,2,0,0,2,Low-value,0,0,83.92999999999998,,7.3100000000000005,,4.47,3.96
1260,1905,56.410000000000004,14,4,2,0,0,2,Low-value,1,0,7.8500000000000005,,40.580000000000005,,,
1261,1019,184.92,7,6,2,0,0,2,Low-value,0,0,65.45,,16.84,,42.43000000000001,44.209999999999994
1262,362,205.76,10,5,2,0,0,2,Low-value,1,0,127.78000000000002,8.14,15.26,,15.26,3.39
1263,1220,64.58,10,3,2,0,0,2,Low-value,0,0,28.68,,6.050000000000001,,,24.86
1264,629,4.99,12,1,2,0,0,2,Low-value,0,0,4.99,,,,,
1265,51,202.95999999999998,14,7,2,0,0,2,Low-value,1,0,121.80999999999999,36.53,,,17.67,
1266,1818,50.86,8,6,2,0,0,2,Low-value,0,0,19.93,10.21,,,9.77,
1267,2028,119.08000000000001,8,8,2,0,0,2,Low-value,0,0,70.92,,,10.0,19.389999999999997,
1268,1967,218.43,8,7,2,0,0,2,Low-value,0,0,113.63000000000001,,47.38000000000001,15.0,28.439999999999998,
1269,2458,123.77999999999999,12,3,2,0,0,2,Low-value,0,0,57.260000000000005,,13.98,,34.55,
1270,773,250.12,18,5,2,0,0,2,Low-value,0,0,133.89999999999998,4.49,53.970000000000006,,34.54,
1271,1263,75.44,8,3,2,0,0,2,Low-value,1,0,23.96,,,30.0,,10.49
1272,951,126.13999999999997,14,4,2,0,0,2,Low-value,0,0,50.42,,,28.8,15.88,2.98
1273,1616,218.10999999999996,10,6,2,0,0,2,Low-value,0,0,120.56999999999996,10.66,8.72,,17.94,42.27
1274,1117,129.46,18,4,2,0,0,2,Low-value,1,0,62.370000000000005,,13.2,,1.43,17.33
1275,1161,124.88999999999999,9,6,2,0,0,2,Low-value,0,0,84.78,,10.82,,12.66,
1276,2111,71.14999999999999,7,8,2,0,0,2,Low-value,0,0,29.939999999999998,,,34.0,1.0,6.21
1277,1441,99.28,8,1,2,0,0,2,Low-value,0,0,82.02000000000001,2.54,8.370000000000001,,3.19,
1278,1080,69.57,11,2,2,0,0,2,Low-value,0,0,33.099999999999994,,6.48,,3.3,19.840000000000003
1279,1317,133.67,7,8,2,0,0,2,Low-value,1,0,76.25999999999999,15.36,,,7.48,
1280,1544,42.91,10,1,2,0,0,2,Low-value,0,0,,,,,,
1281,1670,10.0,18,2,2,0,0,2,Low-value,0,0,,,,10.0,,
1282,521,94.98999999999998,13,3,2,0,0,2,Low-value,0,0,40.08,30.97,6.61,,10.34,
1283,904,59.62000000000001,7,2,2,0,0,2,Low-value,0,0,23.439999999999998,,3.24,,7.6899999999999995,
1284,544,12.03,14,2,2,0,0,2,Low-value,1,0,9.03,,,,,3.0
1285,826,55.24000000000001,17,5,2,0,0,2,Low-value,0,0,28.83,,,,26.410000000000004,
1286,734,185.39,9,6,2,0,0,2,Low-value,1,0,107.45,,33.150000000000006,,,17.45
1287,1642,157.94000000000003,10,9,2,0,0,2,Low-value,1,0,72.05,,40.7,,3.99,16.54
1288,2390,16.68,18,3,2,0,0,2,Low-value,0,0,12.370000000000001,,,,,
1289,2097,144.45999999999998,11,5,2,0,0,2,Low-value,1,0,75.90000000000002,27.97,,,20.630000000000003,
1290,1808,129.64999999999995,9,8,2,0,0,2,Low-value,0,0,40.93000000000001,3.49,2.68,,28.839999999999996,35.74
1291,2180,184.64,14,6,2,0,0,2,Low-value,0,0,47.05,11.83,19.05,,4.48,72.21000000000001
1292,1784,77.69000000000003,7,2,2,0,0,2,Low-value,1,0,34.7,12.370000000000001,9.76,,8.09,
1293,334,157.00000000000003,12,7,2,0,0,2,Low-value,1,0,110.97000000000001,,9.549999999999999,,21.48,10.64
1294,311,77.65,14,4,2,0,0,2,Low-value,0,0,30.750000000000004,,2.01,,29.709999999999994,
1295,1135,85.60000000000002,9,6,2,0,0,2,Low-value,0,0,66.38,,6.24,,2.0,
1296,1656,44.92,12,1,2,0,0,2,Low-value,0,0,24.15,20.770000000000003,,,,
1297,182,116.72000000000004,17,4,2,0,0,2,Low-value,0,0,73.41000000000003,,1.49,,,19.97
1298,1502,50.03,18,3,2,0,0,2,Low-value,0,0,7.57,,,,37.580000000000005,
1299,592,45.85,13,3,2,0,0,2,Low-value,0,0,25.75,,,,11.809999999999999,
1300,1679,83.59000000000002,9,8,2,0,0,2,Low-value,0,0,58.68000000000001,,,,3.9399999999999995,
1301,117,183.02999999999994,10,7,2,0,0,2,Low-value,1,1,123.45000000000005,,15.32,,29.34,5.710000000000001
1302,246,9.04,10,2,2,0,0,2,Low-value,1,0,9.04,,,,,
1303,2301,149.50999999999996,15,8,2,0,0,2,Low-value,1,0,102.01000000000002,,5.57,,,
1304,987,106.24999999999999,14,1,2,0,0,2,Low-value,0,0,39.54,23.47,4.97,,16.22,18.07
1305,2332,114.11999999999998,13,7,2,0,0,2,Low-value,0,0,47.63000000000001,16.5,,,49.989999999999995,
1306,1672,151.20000000000016,9,8,2,0,0,2,Low-value,0,0,77.92000000000003,,,,21.25,21.96
1307,1978,64.89999999999999,17,4,2,0,0,2,Low-value,1,0,45.239999999999995,10.9,1.28,,5.48,
1308,1320,45.47,7,2,2,0,0,2,Low-value,0,0,6.050000000000001,,,,19.490000000000002,19.93
1309,2152,54.09,15,6,2,0,0,2,Low-value,0,0,35.040000000000006,,10.27,,,
1310,927,2.5,9,1,2,0,0,2,Low-value,1,0,2.5,,,,,
1311,309,139.91999999999996,18,2,2,0,0,2,Low-value,0,0,111.72999999999999,,10.580000000000002,,4.38,
1312,635,8.969999999999999,17,1,2,0,0,2,Low-value,0,0,3.5,,5.47,,,
1313,1729,113.08999999999999,11,4,2,0,0,2,Low-value,0,0,63.99000000000001,7.25,5.83,,2.95,
1314,2098,26.67,10,2,2,0,0,2,Low-value,0,0,21.36,,5.3100000000000005,,,
1315,29,47.580000000000005,8,3,2,0,0,2,Low-value,0,0,26.43,,3.99,,12.17,
1316,394,131.04999999999998,13,6,2,0,0,2,Low-value,1,0,74.31000000000002,5.609999999999999,31.879999999999995,,12.67,
1317,1447,46.34999999999999,12,5,2,0,0,2,Low-value,0,0,4.59,,,16.0,25.760000000000005,
1318,187,33.480000000000004,12,4,2,0,0,2,Low-value,0,0,14.3,4.19,2.62,,12.37,
1319,862,137.30999999999997,7,5,2,0,0,2,Low-value,0,0,71.35,,3.29,,20.22,
1320,2136,217.24,15,2,2,0,0,2,Low-value,0,0,81.47,1.5,39.86000000000001,,39.85000000000001,9.98
1321,1148,82.23,11,4,2,0,0,2,Low-value,0,0,,,,63.45,12.280000000000001,
1322,140,20.23,18,3,2,0,0,2,Low-value,0,0,14.41,,,,5.82,
1323,1319,63.85,18,3,2,0,0,2,Low-value,0,0,30.660000000000004,,,,23.49,6.1
1324,2090,124.03,9,5,2,0,0,2,Low-value,0,0,67.87,,,11.21,24.970000000000002,
1325,1718,46.34,12,2,2,0,0,2,Low-value,0,0,31.839999999999996,,2.5300000000000002,,11.97,
1326,601,224.55,8,6,2,0,0,2,Low-value,1,0,54.77999999999999,5.0,2.79,34.38,22.819999999999997,24.71
1327,1564,16.580000000000002,7,2,2,0,0,2,Low-value,0,0,9.18,,3.91,,,
1328,2387,193.20000000000005,10,5,2,0,0,2,Low-value,0,0,158.81000000000006,,6.48,,4.38,20.89
1329,1508,98.94,8,4,2,0,0,2,Low-value,0,0,39.82,,7.16,,29.98,
1330,1895,50.690000000000005,18,2,2,0,0,2,Low-value,0,0,31.000000000000007,,,,,9.71
1331,1089,71.05999999999999,9,4,2,0,0,2,Low-value,0,0,41.6,,,20.0,7.48,
1332,1225,90.56,12,9,2,0,0,2,Low-value,0,0,58.02999999999999,,4.11,,11.37,4.5
1333,278,51.36,14,4,2,0,0,2,Low-value,0,0,35.5,,,,15.859999999999998,
1334,1503,39.480000000000004,15,5,2,0,0,2,Low-value,0,0,25.03,,6.97,,,
1335,116,52.46,9,7,2,0,0,2,Low-value,0,0,46.28000000000001,,5.1899999999999995,,,
1336,769,153.83,9,6,2,0,0,2,Low-value,0,0,121.10999999999999,,6.92,,5.68,3.64
1337,2021,94.09000000000002,15,6,2,0,0,2,Low-value,0,0,48.43000000000001,,3.48,,0.25,17.189999999999998
1338,2248,73.28,15,6,2,0,0,2,Low-value,0,0,63.52,5.99,2.58,,,
1339,195,123.60999999999996,18,3,2,0,0,2,Low-value,0,0,68.66,,14.47,31.0,6.49,
1340,530,136.19999999999996,13,5,2,0,0,2,Low-value,0,0,76.99000000000001,,25.99000000000001,,25.240000000000002,
1341,576,179.65999999999997,14,6,2,0,0,2,Low-value,1,0,128.41000000000003,10.06,3.38,,13.95,12.39
1342,2225,228.77,13,7,2,0,0,2,Low-value,1,0,194.43,5.98,12.99,,3.74,6.17
1343,1290,137.67000000000002,13,4,2,0,0,2,Low-value,0,0,37.59,,10.33,,2.79,14.959999999999999
1344,720,122.91999999999999,7,5,2,0,0,2,Low-value,1,0,101.46999999999998,,15.719999999999999,,,3.24
1345,1182,194.41999999999987,10,9,2,0,0,2,Low-value,0,0,91.61000000000003,,13.800000000000002,,26.82,60.9
1346,1661,248.93,13,5,2,0,0,2,Low-value,0,0,99.3,,52.51,,43.04999999999999,2.79
1347,1872,190.04000000000005,14,9,2,0,0,2,Low-value,1,0,80.28,,7.92,51.0,36.870000000000005,
1348,1647,4.39,17,2,2,0,0,2,Low-value,0,0,3.28,,1.1099999999999999,,,
1349,2163,82.64999999999999,11,3,2,0,0,2,Low-value,0,0,9.5,,,,,
1350,1373,72.48,9,4,2,0,0,2,Low-value,0,0,58.440000000000005,,7.49,,,
1351,541,209.91000000000005,13,6,2,0,0,2,Low-value,0,0,90.98000000000002,13.0,7.49,10.0,,57.5
1352,2439,4.76,17,3,2,0,0,2,Low-value,0,0,4.76,,,,,
1353,2402,36.48,10,1,2,0,0,2,Low-value,0,0,23.79,,0.75,,,7.220000000000001
1354,894,36.74,9,3,2,0,0,2,Low-value,0,0,30.1,,6.640000000000001,,,
1355,535,22.0,10,1,2,0,0,2,Low-value,0,0,8.030000000000001,1.0,3.8200000000000003,,4.0,5.15
1356,225,26.660000000000004,12,3,2,0,0,2,Low-value,0,0,26.660000000000004,,,,,
1357,1006,35.1,9,3,2,0,0,2,Low-value,0,0,,,4.62,23.0,,7.48
1358,1044,3.0,15,1,2,0,0,2,Low-value,0,0,,,,,3.0,
1359,1189,109.91,8,6,2,0,0,2,Low-value,0,0,24.06,,32.53,,5.98,20.490000000000002
1360,264,88.60999999999999,14,2,2,0,0,2,Low-value,1,0,50.85,,5.5,,15.67,
1361,1513,42.849999999999994,16,6,2,0,0,2,Low-value,0,0,23.97,,0.79,,11.39,6.7
1362,587,41.68000000000001,15,3,2,0,0,2,Low-value,0,0,25.67,,1.83,,4.6899999999999995,
1363,2122,113.09,8,4,2,0,0,2,Low-value,0,0,47.53000000000001,,23.99,,21.04,4.6
1364,1288,140.05,7,4,2,0,0,2,Low-value,1,0,77.94,,26.35,,6.67,9.1
1365,752,126.39,16,2,2,0,0,2,Low-value,1,0,71.17,1.81,4.91,,33.77,11.09
1366,2286,178.03000000000003,17,3,2,0,0,2,Low-value,0,0,69.25,,12.97,,57.410000000000004,22.33
1367,2320,51.35,8,4,2,0,0,2,Low-value,0,0,29.360000000000003,,10.780000000000001,,,
1368,1315,119.21000000000004,18,1,2,0,0,2,Low-value,0,0,67.48,,3.48,,8.82,
